Source,Target,weight
Dewasrani,Karna,1.0
Bagong,Bratajaya,1.0
YudaKothi,Nagaprasanta,2.0
Drupadi,Puntadewa,2.0
Puntadewa,Dhandhang,2.0
Guru,Karna,4.0
Sengkuni,Antasena,1.0
Wenang,Nakula,3.0
Arjuna,Setyaboma,1.0
Kartapiyoga,Maerah,1.0
YudaKothi,Narada,1.0
Bisawarna,Ranu,2.0
Ugrasena,Druwasa,1.0
Samba,Nagagini,1.0
Kalika,Citrasena,1.0
Bagong,Badrahini,2.0
Anoman,Kresna,23.0
Wisanggeni,Pulungsari,1.0
Gareng,Wilawuk,2.0
FakeWerkudara,Nagatatmala,1.0
Sengkuni,Bhisma,2.0
Surtikanthi,Ugrasena,1.0
Kalika,Semar,2.0
Dhamdharat,Ratmuka,2.0
Gendari,Basudewa,1.0
Arjuna,Sri,3.0
Sengkuni,Drupadi,1.0
Semar,Yamawidura,1.0
Durga,Pradapa,1.0
Udawa,WulanDremi,1.0
Nagagini,Anoman,1.0
Suparta,Bhisma,1.0
Nagatatmala,Kresna,2.0
Udawa,WulanDrema,1.0
Arjuna,Petruk,20.0
Baladewa,Abimanyu,8.0
Petruk,Salya,5.0
Pulungsari,Narada,2.0
Guru,Godhayitma,1.0
Mandrakeswara,Destarastra,1.0
Brajadhenta,Werkudara,1.0
Puntadewa,Ratmuka,1.0
Werkudara,Brahma,2.0
Werkudara,Yudhistira,4.0
Durga,Nakula,4.0
Pancawala,Guru,1.0
Sadewa,Wenang,3.0
KudaKalaKresna,Petruk,1.0
Durna,Petruk,13.0
Dhandhang,Kresna,4.0
Mahadewa,Indra,1.0
Antaboga,Drupadi,1.0
Kartamarma,Togog,1.0
Sengkuni,Gendari,3.0
Arjuna,Wilawuk,4.0
Bagong,Satrugna,1.0
Pulungsari,Indra,2.0
TunggulWulung,FakeWerkudara,2.0
Gatotkaca,Pulungsari,2.0
Bagong,Asmarawati,2.0
Antakawulan,Gatotkaca,2.0
Sadewa,Durga,5.0
Guru,Soka,2.0
Angganjali,Bendana,2.0
Bagong,Anoman,10.0
Antakawulan,Banowati,1.0
Sengkuni,Rama,1.0
YudaKalaKresna,Udawa,1.0
Kanastren,Rama,2.0
Werkudara,Ratmuka,1.0
Rama,Abimanyu,1.0
Druwasa,Yamawidura,1.0
Mangsahpati,Ratmuka,1.0
Arjuna,Sekipu,2.0
Bisawarna,Maruta,2.0
Saragupita,Kartapiyoga,1.0
Kamajaya,Dersanala,2.0
Bomanarakasura,Gatotkaca,6.0
Surya,Bagong,1.0
Dewaki,Kangsa,1.0
Sadewa,Dhandhonwacana,1.0
Ramayadi,Indra,1.0
Werkudara,Indra,8.0
Panyarikan,KudaKalaKresna,2.0
Karna,Bilung,2.0
Mahadewa,Bagong,1.0
Madrim,Gendari,2.0
RaraIreng,Gorawangsa,1.0
Sengkuni,Madrim,1.0
Sengkuni,Parasara,1.0
TunggulWulung,Werkudara,2.0
Guru,Bendana,3.0
Bomanarakasura,Sadana,1.0
Kamajaya,Kresna,2.0
Iswara,Bagong,1.0
Arimbi,Antareja,1.0
Setyaboma,Anoman,1.0
SuratiMantra,Kangsa,2.0
Samba,Bisawarna,1.0
Udawa,Setyaki,2.0
Karna,Udawa,1.0
YudaKothi,Guru,1.0
Puntadewa,KudaKalaKresna,1.0
Hagni,Narada,1.0
Sangkara,Semar,1.0
Samba,Nagatatmala,2.0
Surya,Gatotkaca,1.0
Bagong,Padmanaba,1.0
Sekipu,Ramayadi,1.0
Nagatatmala,Antareja,5.0
Baladewa,Salya,2.0
LesmanaMandrakumara,Togog,1.0
Durna,Kanastren,2.0
Gorawangsa,Baladewa,1.0
Banowati,Barata,1.0
Angganjali,Wisnu,1.0
Werkudara,Abimanyu,21.0
Durna,Rama,1.0
Duryudana,Citrasena,2.0
Mahadewa,Gatotkaca,1.0
Karna,Bagaspati,1.0
Bratajaya,Saragupita,1.0
Sugriwa,Kartamarma,1.0
Abiyasa,Nagagini,1.0
Kanastren,Sadana,2.0
Kresna,Abimanyu,18.0
Setyaki,Dersanala,1.0
Bagaspati,Gendara,1.0
Durna,Bismaka,2.0
Durna,KencanaWulan,1.0
Bagaspati,Gendari,1.0
Arjuna,GagakBaka,1.0
Durna,Kresna,19.0
Maruta,RaraIreng,1.0
Gareng,Baladewa,10.0
Maheswara,Sekipu,1.0
Basudewa,Kangsa,2.0
Werkudara,Antasena,3.0
Sadana,Togog,2.0
Petruk,Abimanyu,17.0
Basudewa,NgembatLandeyan,1.0
Surya,Durga,1.0
Indra,Abimanyu,3.0
Arjuna,Wisanggeni,4.0
Guru,Indra,15.0
Garuda,Duryudana,3.0
Garuda,Hagni,1.0
Samba,Jembawati,2.0
Durna,Arjuna,19.0
Puntadewa,Kunti,6.0
Durga,Citrasena,1.0
Bagong,Pandu,4.0
Banowati,Pulunggana,1.0
Dewasrani,Setyaki,1.0
Arjuna,Nagaprasanta,2.0
Sadewa,Pulungsari,1.0
Dhandhang,Ratmuka,2.0
Guru,Bagus,2.0
Sangkara,Brahma,2.0
RaraIreng,Kartamarma,2.0
Pracona,Indra,2.0
Mahadewa,Iswara,2.0
Kuntiboja,Yamawidura,1.0
Bayu,Dhandhonwacana,1.0
KencanaWulan,Puntadewa,1.0
Wisnu,Kartamarma,1.0
Puntadewa,Duryudana,16.0
Sri,Puntadewa,3.0
Pracona,Narada,3.0
Gareng,Wisanggeni,3.0
Banowati,Gatotkaca,7.0
Destarastra,Yamawidura,2.0
Abimanyu,Durga,3.0
Puntadewa,Padmanaba,1.0
YudaKalaKresna,Padmanaba,1.0
TunggulWulung,Puntadewa,1.0
Soka,Duryudana,1.0
Sambuh,Brahma,2.0
Durga,Antareja,1.0
Kumbakarna,Anoman,1.0
Narada,Yudhistira,2.0
Gareng,Mandrakeswara,2.0
Sadewa,Sengkalawati,1.0
Pandu,Kresna,2.0
Nakula,Bantala,1.0
Bagong,NgembatLandeyan,1.0
KencanaWulan,Dhandhang,3.0
Bendana,Lion,1.0
YudaKothi,Badrahini,1.0
Bagong,Sengkuni,12.0
Raksasa,Anoman,1.0
Gatotkaca,RaraIreng,2.0
Karna,Ugrasena,1.0
Semar,Durga,7.0
Werkudara,Ramayadi,1.0
Mahadewa,Nakula,1.0
Wisanggeni,Tambrapeta,1.0
Sri,Godhayitma,1.0
KencanaWulan,RaraIreng,1.0
Bismaka,JayaBajra,1.0
Guru,WulanDremi,2.0
Badrahini,Rohini,2.0
KencanaWulan,Nakula,1.0
Garuda,Bantala,1.0
Nakula,Anoman,8.0
Gareng,Erawati,1.0
Guru,WulanDrema,2.0
Angganjali,Pracona,2.0
Nakula,Setyaki,3.0
Bismaka,Mandrakeswara,1.0
Semar,Kresna,24.0
Gatotkaca,Brahma,2.0
Banowati,WulanDrema,1.0
Rama,Kresna,3.0
Saragupita,Gorawangsa,1.0
LesmanaMandrakumara,Sri,1.0
Nakula,Citrasena,2.0
Guru,Udawa,4.0
Erawati,Petruk,1.0
Kuntiboja,NgembatLandeyan,1.0
Sadewa,Lion,1.0
DewaRuci,Sadewa,1.0
Sadewa,Tambrapeta,2.0
Gatotkaca,Durga,6.0
Bomanarakasura,Sri,1.0
Rukmini,Setyaboma,4.0
Hagni,Arjuna,2.0
Samba,Dhadhungawuk,1.0
Pujawati,Gendari,1.0
Durna,Bendana,2.0
Maruta,Kresna,1.0
Kartamarma,Bayu,1.0
Semar,Lion,2.0
Gareng,Sri,1.0
Arjuna,Basudewa,1.0
Mahadewa,Sadewa,1.0
Narada,Bantala,1.0
Karna,Setyaki,2.0
Karna,Gendari,1.0
Semar,Surabramadiraja,1.0
Arjuna,Brahma,3.0
Kartamarma,NemburNawa,1.0
Karna,Gendara,1.0
Bagong,Kanastren,3.0
Semar,Kamajaya,1.0
Sengkuni,Satrugna,1.0
Dhandhonwacana,Bendana,1.0
Sadewa,Prasara,1.0
Gareng,Sadana,1.0
Yudhistira,Kresna,2.0
Guru,Nagaprasanta,1.0
Satrugna,Kartamarma,1.0
Gareng,Pulungsari,1.0
Pandu,Basudewa,5.0
Arjuna,KudaKalaKresna,1.0
Nakula,Resi,1.0
Garuda,Gatotkaca,1.0
SitiSendari,Arjuna,2.0
LesmanaMandrakumara,Kartamarma,4.0
Karna,Soka,1.0
Sengkuni,Togog,4.0
Wisanggeni,Bendana,3.0
Badrahini,Kangsa,1.0
Durga,Pracona,1.0
Maruta,Bantala,3.0
Nagaprasanta,Basudewa,1.0
Wisnu,Parasara,1.0
Mandrakeswara,Druwasa,1.0
Jembawati,Abimanyu,1.0
SuratiMantra,Ugrasena,1.0
Durna,Gendari,1.0
Gendari,Gendara,2.0
Samba,Rukmini,2.0
Sangkara,Bendana,1.0
Samba,Arjuna,6.0
Semar,Wisnu,3.0
Surya,Bendana,1.0
Pulunggana,Puntadewa,1.0
Baladewa,Godhayitma,2.0
Duryudana,Ratmuka,1.0
Parasara,Banowati,2.0
Prasara,Puntadewa,1.0
LesmanaMandrakumara,Werkudara,3.0
Samba,Puntadewa,5.0
KencanaWulan,Ratmuka,2.0
Sadewa,Rama,1.0
RaraIreng,Ugrasena,1.0
Gorawangsa,Indra,1.0
Sengkuni,Prasara,1.0
Parasara,Werkudara,1.0
Werkudara,Maheswara,1.0
Setyaki,Kamajaya,1.0
Bagong,Indra,7.0
Kumbakarna,Werkudara,2.0
Brajadhenta,Kartamarma,2.0
Samba,Abiyasa,1.0
Baladewa,Sadana,2.0
Sri,Petruk,3.0
Sadewa,Nakula,33.0
Barata,Baladewa,2.0
YudaKalaKresna,Duryudana,1.0
Gareng,Badrahini,2.0
Petruk,Dhandhang,2.0
Nakula,Satrugna,1.0
Antakawulan,Abimanyu,1.0
Guru,Kamajaya,3.0
Werkudara,Drestarastra,3.0
Raksasa,Banowati,2.0
Wibisana,Hagni,3.0
Raksasa,Kresna,1.0
Abiyasa,Yamawidura,2.0
Gorawangsa,Badrahini,1.0
Arjuna,Bendana,4.0
Werkudara,Nakula,33.0
Wenang,Surabramadiraja,2.0
Wisnu,Brahma,2.0
Banowati,Ranu,1.0
Sekipu,Narada,4.0
Dewasrani,Nakula,2.0
Banowati,Sri,1.0
Pancawala,Pradapa,1.0
Bratajaya,Kartapiyoga,1.0
Salya,Narada,2.0
Dewaki,Baladewa,3.0
Bismaka,Yamawidura,1.0
Sengkuni,SitiSendari,1.0
Kurandhayaksa,Baladewa,2.0
Wenang,Satrugna,1.0
Maerah,Nagaprasanta,1.0
Rukmini,Anoman,2.0
Gareng,Kanastren,3.0
Gatotkaca,Brajadhenta,4.0
Salya,Destarastra,1.0
KencanaWulan,Duryudana,1.0
SuksmaLanggeng,Werkudara,2.0
FakeWerkudara,Duryudana,1.0
Bilung,Durga,2.0
Sadewa,Drestarastra,1.0
Ramaparasu,Duryudana,1.0
RaraIreng,Ranu,1.0
Pancawala,Durna,1.0
Sengkuni,Kalika,1.0
Brajadhenta,Durga,2.0
Banowati,Sadana,1.0
Sadewa,Petruk,13.0
Sengkuni,Druwasa,1.0
Rukmini,Setyaki,2.0
Sangkara,Kresna,1.0
Semar,Rohini,1.0
Yamawidura,Gendari,1.0
Pulungsari,Puntadewa,1.0
Pancawala,Banowati,1.0
Mahadewa,Narada,2.0
Guru,Sadewa,10.0
Dewaki,Gorawangsa,1.0
Drupadi,Abimanyu,1.0
Duryudana,Werkudara,22.0
Gareng,Basudewa,3.0
Gorawangsa,Rohini,1.0
Gareng,Suparta,1.0
Bratajaya,Narada,1.0
Arjuna,Yudhistira,4.0
Pancawala,Kresna,1.0
Antakawulan,Karna,1.0
Kunti,Pandu,3.0
Soka,Werkudara,2.0
Karna,WulanDrema,1.0
Maerah,RaraIreng,1.0
Semar,Nagaprasanta,1.0
Kuntiboja,Basudewa,3.0
Karna,WulanDremi,1.0
Pragota,Indra,1.0
Panyarikan,Sekipu,2.0
Sambuh,Narada,2.0
Setyaboma,Nakula,1.0
Banowati,Kunti,2.0
Petruk,Resi,2.0
Surya,Iswara,1.0
Iswara,Sambuh,2.0
LesmanaMurdaka,Kresna,3.0
KudaKalaKresna,Indra,2.0
Surtikanthi,Saragupita,1.0
Gareng,Kamajaya,1.0
Gatotkaca,Pulunggana,2.0
Mangsahpati,Banowati,2.0
Werkudara,Pracona,1.0
Sambuh,Pracona,1.0
WulanDrema,Abimanyu,2.0
KencanaWulan,Asmarawati,2.0
Sengkuni,Arimbi,2.0
Jembawati,Arjuna,1.0
Dewaki,Basudewa,5.0
Pradapa,Duryudana,1.0
Arjuna,Pulungsari,1.0
Bagong,Werkudara,18.0
Saragupita,Badrahini,2.0
Suparta,Wilawuk,1.0
Badrahini,Indra,3.0
Puntadewa,Abiyasa,5.0
Karna,Semar,9.0
Baladewa,Rama,2.0
Maruta,Wibisana,3.0
Karna,Mahadewa,1.0
Sangkara,Ramayadi,1.0
Gatotkaca,Rama,2.0
Arjuna,Bagus,3.0
Sangkara,Surya,1.0
Ramaparasu,Kresna,2.0
Kurandhayaksa,Maerah,1.0
Arjuna,Indra,9.0
Sengkuni,NemburNawa,1.0
Werkudara,Lion,1.0
Guru,Salya,1.0
Puntadewa,Hagni,1.0
Puntadewa,Pradapa,1.0
Durga,Dersanala,3.0
Mangsahpati,Brajamusthi,1.0
Karna,Barata,1.0
Wibisana,Narada,1.0
Bismaka,Petruk,4.0
RaraIreng,Rohini,2.0
Baladewa,Ramayadi,2.0
Mangsahpati,Togog,1.0
Durga,Pulunggana,3.0
NemburNawa,Bayu,1.0
Dhamdharat,Dhandhang,3.0
Antakawulan,Petruk,2.0
WulanDremi,Abimanyu,2.0
Indra,Anoman,3.0
Karna,Tambrapeta,1.0
Rukmini,Petruk,3.0
Antareja,Antasena,2.0
Kanastren,Werkudara,2.0
Guru,TunggulWulung,2.0
Antareja,Sri,4.0
Dewaki,Semar,2.0
Citrarata,Kalika,1.0
Sengkuni,Dhandhang,1.0
Karna,RaraIreng,2.0
Togog,Abimanyu,3.0
YudaKothi,Salya,1.0
WulanDrema,Kresna,2.0
LesmanaMandrakumara,Nakula,3.0
Antakawulan,Semar,1.0
Sadewa,Wisanggeni,4.0
Semar,Erawati,1.0
Surya,Indra,1.0
Werkudara,Setyaboma,2.0
Ramaparasu,Anoman,1.0
Bagaspati,Druwasa,1.0
Wisanggeni,Werkudara,6.0
Sekipu,Yudhistira,2.0
Kurandhayaksa,Gareng,1.0
Sengkuni,Wenang,4.0
Druwasa,Destarastra,1.0
Kunti,Bendana,2.0
Antaboga,Petruk,3.0
Wisnu,Narada,3.0
Bendana,Asmarawati,1.0
Kuntiboja,Destarastra,1.0
Sugriwa,Satrugna,1.0
Samba,Guru,4.0
Nakula,Prasara,1.0
Petruk,Ratmuka,1.0
Jembawati,Semar,2.0
Sengkuni,Bendana,2.0
Arimbi,Pracona,2.0
Angganjali,Nakula,1.0
Bendana,Pracona,2.0
Puntadewa,Bagus,1.0
Iswara,Narada,2.0
Kunti,Kresna,4.0
Barata,Wenang,1.0
Sengkalawati,Nakula,1.0
Iswara,Baladewa,1.0
Pracona,Kresna,1.0
Citrarata,Arjuna,2.0
Bendana,Drestarastra,1.0
Mahadewa,Durga,1.0
Nakula,NemburNawa,1.0
Durna,Sengkalawati,1.0
Baladewa,Maheswara,1.0
Setyaboma,Wenang,1.0
Nagaprasanta,Indra,1.0
Guru,Nagagini,1.0
Saragupita,Pandu,1.0
Pancawala,Duryudana,1.0
Dhandhonwacana,Duryudana,1.0
Iswara,Ramayadi,1.0
Pulunggana,Narada,2.0
Kumbakarna,Hagni,2.0
Drupadi,Petruk,1.0
Yamawidura,Basudewa,1.0
Werkudara,Surabramadiraja,3.0
Sri,Narada,2.0
Sengkuni,Ratmuka,1.0
Gareng,Antaboga,2.0
Setyaboma,Dersanala,1.0
Bagong,Basudewa,3.0
Setyaki,Kresna,11.0
Werkudara,Dersanala,2.0
Guru,LesmanaMandrakumara,1.0
GagakBaka,Antasena,1.0
Abiyasa,Yudhistira,2.0
Jembawati,Dersanala,1.0
Bagus,Petruk,2.0
Mangsahpati,Nakula,2.0
Semar,Pandu,4.0
Banowati,Kalika,1.0
Samba,Banowati,3.0
Kartamarma,Abimanyu,5.0
Sengkuni,Dhamdharat,2.0
Bagong,Surtikanthi,1.0
Wisnu,Durna,1.0
Maerah,Rohini,1.0
Baladewa,Wenang,2.0
Gatotkaca,Nagatatmala,1.0
Wisanggeni,Pulunggana,1.0
Pandu,Rohini,2.0
Sangkara,Mahadewa,2.0
Sugriwa,LesmanaMurdaka,2.0
Bagong,Yudhistira,2.0
Baladewa,Bagong,10.0
Resi,Brahma,1.0
RaraIreng,Indra,1.0
Samba,Wenang,1.0
Wenang,SuksmaLanggeng,2.0
Petruk,LesmanaMurdaka,1.0
Pujawati,Basudewa,1.0
Asmarawati,Dhandhang,2.0
Puntadewa,Setyaki,3.0
Suparta,Asmarawati,1.0
Kurandhayaksa,Bismaka,1.0
Sengkuni,Brajamusthi,2.0
Bagong,Brajamusthi,1.0
Kurandhayaksa,Erawati,2.0
Kalika,Kartamarma,1.0
Sadewa,Citrasena,2.0
Rukmini,KudaKalaKresna,1.0
Surtikanthi,Erawati,2.0
Arimbi,Ramayadi,2.0
Pancawala,Karna,1.0
Erawati,Narada,1.0
Dewaki,Nagaprasanta,1.0
Kalika,Duryudana,1.0
Sadana,Abimanyu,5.0
Bagong,Bhisma,1.0
Bratajaya,Petruk,1.0
YudaKalaKresna,Narada,2.0
Baladewa,JayaBajra,1.0
Antakawulan,Barata,3.0
Banowati,SuksmaLanggeng,1.0
Antaboga,Wisanggeni,3.0
Prasara,Lion,2.0
Pujawati,NgembatLandeyan,1.0
Werkudara,Asmarawati,2.0
Bagong,Druwasa,1.0
Gareng,Sugriwa,1.0
Gareng,Ratmuka,1.0
Sengkuni,Kuntiboja,1.0
Angganjali,Iswara,1.0
Sadana,Puntadewa,3.0
Bagong,Narada,8.0
KencanaWulan,Garuda,1.0
Werkudara,Yamadipati,1.0
Setyaboma,Godhayitma,1.0
LesmanaMandrakumara,Antareja,1.0
Sengkuni,RaraIreng,2.0
Karna,Arjuna,14.0
Dhadhungawuk,Werkudara,1.0
Werkudara,Padmanaba,1.0
Dhadhungawuk,Arjuna,2.0
Bomanarakasura,Bilung,1.0
Bisawarna,Karna,1.0
Arjuna,Pracona,1.0
Petruk,NgembatLandeyan,1.0
Antakawulan,Sengkuni,1.0
Nagatatmala,Abimanyu,1.0
Madrim,NgembatLandeyan,1.0
Arjuna,Tambrapeta,2.0
Arjuna,Abiyasa,6.0
Bagong,Bagaspati,2.0
Raksasa,Kartamarma,1.0
Druwasa,NgembatLandeyan,1.0
Pancawala,Sadewa,1.0
Maruta,Banowati,1.0
Puntadewa,Kartamarma,9.0
Petruk,Wisnu,2.0
Kamajaya,Wenang,2.0
Dhadhungawuk,Anoman,2.0
Sadewa,Suparta,1.0
Sengkuni,Yamawidura,1.0
Sengkuni,Ramaparasu,1.0
Arimbi,Antasena,2.0
Pulunggana,Indra,2.0
LesmanaMurdaka,Wenang,2.0
Drupadi,Narada,1.0
Bagus,Brahma,1.0
Samba,FakeWerkudara,1.0
Pancawala,Citrasena,1.0
Gareng,Resi,2.0
RaraIreng,Kangsa,1.0
Panyarikan,Sambuh,1.0
Surya,Maheswara,1.0
Narada,Setyaki,3.0
Semar,NgembatLandeyan,1.0
Dhandhonwacana,Semar,1.0
Gareng,Brajamusthi,1.0
Kunti,Wilawuk,2.0
Gorawangsa,Petruk,1.0
Nagatatmala,Baladewa,2.0
Durga,Kalika,2.0
Arimbi,Brahma,1.0
Saragupita,Guru,1.0
Maruta,Gatotkaca,1.0
Banowati,Puntadewa,10.0
Bagong,Setyaki,4.0
Saragupita,Baladewa,2.0
Wenang,Anoman,4.0
Werkudara,Bagus,2.0
Bayu,Semar,1.0
Yamawidura,Pandu,2.0
FakeWerkudara,Kresna,3.0
Bagong,Maerah,2.0
Yamadipati,Sadana,1.0
Bagong,Gatotkaca,18.0
Sadewa,Duryudana,12.0
Nakula,Sadana,2.0
Prasara,Indra,1.0
Kanastren,Yamadipati,2.0
Wibisana,Duryudana,1.0
Erawati,Badrahini,1.0
Banowati,Citrasena,1.0
Bagong,Saragupita,2.0
Ugrasena,Badrahini,2.0
Kartamarma,Mangsahpati,2.0
Duryudana,Sadana,1.0
Antareja,Antaboga,4.0
Karna,Bantala,1.0
LesmanaMandrakumara,Antaboga,1.0
Semar,Bhisma,1.0
Sugriwa,Puntadewa,1.0
Sengkuni,Yudhistira,1.0
Panyarikan,Narada,4.0
Bagong,Kuntiboja,1.0
Bismaka,Gendari,1.0
Arimbi,Asmarawati,1.0
Sadewa,LesmanaMurdaka,1.0
Durna,Nakula,15.0
Semar,Gendara,1.0
Kanastren,Duryudana,1.0
Arjuna,Godhayitma,1.0
Jembawati,Wenang,1.0
Semar,Gendari,2.0
Durga,Prasara,1.0
Sengkuni,Pulunggana,1.0
Pragota,Basudewa,1.0
Kartapiyoga,Narada,1.0
Bendana,Wisnu,1.0
Sadewa,Antareja,6.0
FakeWerkudara,Abimanyu,2.0
Wenang,Kartamarma,2.0
Hagni,Nakula,1.0
Karna,Citrarata,2.0
Brajadhenta,Petruk,1.0
Bagong,Sekipu,1.0
Citrarata,Citrasena,5.0
Dewasrani,Prasara,1.0
Sangkara,Indra,1.0
Gareng,NgembatLandeyan,1.0
Bagus,Resi,3.0
Kuntiboja,Gendari,1.0
