Source,Target,weight
Gareng,Petruk,35.0
Nakula,Drestarastra,1.0
Petruk,Dhadhungawuk,1.0
Wenang,Parasara,1.0
Bayu,Petruk,1.0
Kuntiboja,Gendara,1.0
WulanDremi,Kresna,2.0
Mahadewa,Ramayadi,1.0
SuratiMantra,JayaBajra,2.0
Puntadewa,Togog,1.0
Rudra,Brahma,2.0
Guru,Anoman,7.0
Bismaka,Rohini,1.0
Drupadi,Anoman,1.0
Mandrakeswara,Gendari,1.0
Sengkuni,Suparta,1.0
Dhamdharat,Nakula,3.0
Semar,Anoman,10.0
Karna,Baladewa,3.0
Karna,LesmanaMurdaka,1.0
Bendana,Pulunggana,1.0
Pujawati,Salya,2.0
Sadewa,Kamajaya,1.0
Iswara,Rudra,2.0
Ramayadi,Kresna,1.0
Bayu,Suparta,1.0
Bilung,Semar,2.0
Bilung,Anoman,1.0
Nakula,Ramayadi,1.0
Abiyasa,Drestarastra,1.0
Kamajaya,Wisanggeni,2.0
Wenang,Resi,2.0
KudaKalaKresna,Nakula,1.0
Sugriwa,Kanastren,1.0
Kunti,Salya,3.0
Puntadewa,Surabramadiraja,2.0
Drupadi,Indra,1.0
Semar,Destarastra,1.0
Surya,Arjuna,2.0
Bagong,Rama,1.0
Arjuna,Rama,3.0
Rukmini,Jembawati,4.0
Bisawarna,RaraIreng,1.0
Bisawarna,Banowati,1.0
Baladewa,Nagagini,1.0
Banowati,Bantala,1.0
Bendana,Sekipu,1.0
Sadewa,Drupadi,1.0
Baladewa,Kresna,19.0
Wisanggeni,Gatotkaca,5.0
Antareja,Kanastren,2.0
Sri,Anoman,2.0
Pulungsari,Duryudana,1.0
Ugrasena,Kunti,1.0
Iswara,Arimbi,1.0
Puntadewa,Drestarastra,1.0
Panyarikan,Werkudara,2.0
Karna,Arimbi,1.0
Sengkuni,Citrasena,3.0
Gorawangsa,Kangsa,2.0
Bayu,Arjuna,2.0
Resi,Dersanala,2.0
Wenang,Kresna,7.0
Brajamusthi,Duryudana,1.0
Samba,Antareja,3.0
Arjuna,Yamadipati,2.0
Abiyasa,Petruk,8.0
Panyarikan,Wisnu,1.0
Guru,Semar,13.0
Kanastren,Baladewa,2.0
Gatotkaca,Abimanyu,31.0
Sengkuni,NgembatLandeyan,1.0
Maheswara,Kresna,1.0
Mangsahpati,Petruk,2.0
Dewaki,Salya,1.0
Ramaparasu,Gareng,2.0
Karna,DewaRuci,1.0
Dewaki,Bagong,2.0
Wisanggeni,Brahma,2.0
Setyaki,Werkudara,5.0
Karna,SuksmaLanggeng,1.0
Wisanggeni,Indra,3.0
Bilung,Antaboga,1.0
Sadewa,Maheswara,1.0
Pandu,Kangsa,2.0
Dewasrani,Kamajaya,2.0
Puntadewa,Nagagini,1.0
Semar,Bagaspati,2.0
Gareng,Kresna,16.0
Kalika,Kunti,3.0
Wibisana,Arjuna,2.0
Pandu,Badrahini,2.0
Karna,Kunti,4.0
Citrarata,Soka,2.0
Iswara,Maheswara,2.0
Karna,Sugriwa,1.0
Dhandhonwacana,Petruk,1.0
Ramaparasu,Werkudara,2.0
Bagong,GagakBaka,1.0
Werkudara,Wilawuk,3.0
Wisanggeni,Abimanyu,3.0
Durna,NemburNawa,1.0
Ugrasena,Pandu,2.0
Surtikanthi,Baladewa,2.0
Gatotkaca,Baladewa,14.0
Rukmara,Padmanaba,1.0
Narada,Padmanaba,1.0
Gareng,Arjuna,19.0
FakeWerkudara,Petruk,1.0
Surtikanthi,Semar,1.0
Erawati,Basudewa,1.0
Bomanarakasura,Rukmini,1.0
Antakawulan,Arjuna,5.0
Gareng,Jembawati,2.0
Udawa,Abimanyu,2.0
DewaRuci,Duryudana,1.0
Durna,Drupadi,1.0
Abiyasa,NgembatLandeyan,1.0
Wibisana,Anoman,1.0
Arjuna,Anoman,15.0
Kanastren,Anoman,2.0
Satrugna,Kresna,1.0
YudaKothi,Maerah,1.0
Angganjali,Sekipu,1.0
Maruta,Werkudara,1.0
Durna,Kalika,1.0
Pragota,Arjuna,1.0
Brajamusthi,Durga,2.0
Togog,Anoman,2.0
Mahadewa,Kresna,1.0
Karna,Nakula,9.0
Guru,Antareja,4.0
Kamajaya,Indra,2.0
Semar,Rama,2.0
Saragupita,RaraIreng,1.0
Erawati,Indra,1.0
Sangkara,Durga,1.0
Samba,Udawa,4.0
SuratiMantra,Baladewa,1.0
Asmarawati,Wilawuk,3.0
Barata,Werkudara,1.0
Petruk,Destarastra,1.0
RaraIreng,Anoman,1.0
Bomanarakasura,Arjuna,1.0
Gareng,Ramayadi,1.0
Sengkuni,Sugriwa,1.0
Narada,Anoman,9.0
Baladewa,Bendana,2.0
Durna,WulanDrema,1.0
Pujawati,Druwasa,1.0
Bagong,Pragota,1.0
Narada,Setyaboma,2.0
Kurandhayaksa,Dewaki,1.0
Dewasrani,Brahma,1.0
Sengkuni,Garuda,3.0
Sadewa,KencanaWulan,1.0
Sengkuni,Surabramadiraja,1.0
Kumbakarna,Nakula,1.0
Durga,Brahma,4.0
Kurandhayaksa,Semar,1.0
Abiyasa,Wilawuk,2.0
Wisnu,Maheswara,2.0
Puntadewa,Asmarawati,2.0
Gareng,Mangsahpati,2.0
Banowati,Pulungsari,1.0
LesmanaMandrakumara,Setyaki,2.0
Bagong,Abimanyu,15.0
Maheswara,Narada,2.0
Durna,Godhayitma,1.0
Gatotkaca,Prasara,2.0
Arimbi,Sekipu,1.0
Mangsahpati,Abimanyu,1.0
Hagni,RaraIreng,1.0
Maruta,Sadewa,1.0
Durna,Setyaki,3.0
Banowati,Bilung,2.0
Antareja,Wisanggeni,2.0
YudaKalaKresna,Indra,1.0
Yamadipati,Puntadewa,1.0
Kurandhayaksa,Indra,1.0
Puntadewa,Brahma,1.0
Durna,Wibisana,1.0
Gareng,Dersanala,1.0
Gareng,Pragota,1.0
RaraIreng,Badrahini,2.0
Destarastra,Gendara,1.0
Wibisana,Werkudara,1.0
Banowati,Nakula,9.0
Petruk,Baladewa,12.0
Semar,Satrugna,1.0
Arimbi,Narada,2.0
Gareng,Rudra,1.0
Duryudana,Satrugna,1.0
Sadewa,Resi,1.0
Sadewa,Pradapa,2.0
Kanastren,Kartamarma,1.0
Sadewa,Sambuh,1.0
LesmanaMandrakumara,Baladewa,1.0
YudaKalaKresna,Anoman,2.0
LesmanaMandrakumara,Sadana,1.0
Abiyasa,Bendana,2.0
Semar,Salya,5.0
Bomanarakasura,Togog,1.0
Antaboga,Togog,1.0
Antareja,Indra,2.0
Maruta,Kartamarma,1.0
Dhandhonwacana,Gendari,1.0
Pragota,Guru,1.0
Petruk,Badrahini,2.0
Sengkuni,Duryudana,27.0
Sadewa,Kresna,29.0
YudaKalaKresna,Nakula,1.0
Gatotkaca,Antasena,3.0
Bagong,Puntadewa,11.0
Abiyasa,Padmanaba,1.0
Gareng,Dhandhonwacana,1.0
Bismaka,Kresna,2.0
Semar,KudaKalaKresna,1.0
Pancawala,Arjuna,1.0
Sangkara,Wisnu,2.0
Wisnu,Duryudana,2.0
Sadewa,Indra,7.0
Durna,DewaRuci,1.0
Abiyasa,Abimanyu,4.0
Bagong,Kunti,3.0
Puntadewa,Setyaboma,1.0
Bismaka,Nakula,2.0
Baladewa,Kangsa,1.0
Setyaki,Godhayitma,1.0
FakeWerkudara,Gatotkaca,2.0
Mahadewa,Surya,1.0
Duryudana,Indra,4.0
Semar,Bismaka,4.0
Kumbakarna,RaraIreng,1.0
Gareng,Pracona,1.0
Hagni,Ranu,3.0
Banowati,Ratmuka,1.0
Sadewa,Ramaparasu,1.0
Karna,Brahma,1.0
Angganjali,Werkudara,1.0
Bayu,Kresna,1.0
Sugriwa,Baladewa,1.0
Kurandhayaksa,Narada,1.0
LesmanaMandrakumara,Gatotkaca,2.0
Nakula,Ranu,1.0
Bisawarna,Arjuna,2.0
Gendari,Pandu,3.0
Gareng,Satrugna,1.0
Rukmini,Abimanyu,1.0
Durna,Banowati,14.0
Bagong,Pracona,1.0
Panyarikan,Padmanaba,1.0
Saragupita,Erawati,1.0
Ugrasena,Nagaprasanta,1.0
Gatotkaca,Sekipu,2.0
Mandrakeswara,Gendara,1.0
Kartapiyoga,Nagaprasanta,1.0
Guru,Nakula,9.0
Bagong,Ramaparasu,2.0
Pragota,Nagaprasanta,1.0
YudaKalaKresna,Bismaka,1.0
Asmarawati,Duryudana,2.0
Barata,Anoman,2.0
Abiyasa,Kartamarma,2.0
Bilung,Puntadewa,1.0
Bagong,Madrim,3.0
Wisanggeni,Godhayitma,1.0
Antakawulan,Gareng,2.0
Rukmini,Puntadewa,4.0
Udawa,Gatotkaca,1.0
Karna,Bismaka,1.0
Bendana,Kresna,2.0
Sadewa,Sekipu,2.0
Arjuna,Maerah,1.0
Abiyasa,Durga,1.0
Bayu,Werkudara,4.0
Kartamarma,Ratmuka,1.0
Gareng,Mahadewa,1.0
Druwasa,Abiyasa,1.0
Bagong,Kresna,16.0
Samba,Baladewa,7.0
Gareng,Antareja,5.0
Maheswara,Ramayadi,1.0
Mahadewa,Sambuh,2.0
Semar,Dersanala,2.0
Sengkalawati,Semar,1.0
Arimbi,Rudra,1.0
Bomanarakasura,Wisnu,1.0
Bendana,Rudra,1.0
Duryudana,Dhandhang,1.0
Surtikanthi,Nagaprasanta,1.0
Puntadewa,Wilawuk,2.0
Dewaki,Saragupita,2.0
Pancawala,Nakula,1.0
Maruta,Karna,1.0
Puntadewa,Antasena,2.0
Karna,Yamawidura,1.0
Bagong,Jembawati,2.0
Bendana,Ramayadi,2.0
Puntadewa,Ramaparasu,1.0
Durna,Duryudana,29.0
Dewasrani,Setyaboma,1.0
Bagong,FakeWerkudara,1.0
YudaKothi,Bagong,1.0
Puntadewa,LesmanaMurdaka,2.0
Sengkalawati,Indra,1.0
Tambrapeta,Duryudana,1.0
Banowati,Dhamdharat,1.0
Puntadewa,Nagatatmala,1.0
Dhandhonwacana,Kunti,1.0
YudaKalaKresna,Kresna,2.0
Sadewa,Citrarata,2.0
Ugrasena,Kartapiyoga,1.0
YudaKalaKresna,Sadewa,1.0
Sengkuni,Mangsahpati,2.0
Garuda,Asmarawati,1.0
LesmanaMurdaka,Nakula,1.0
Karna,Antaboga,1.0
Suparta,Drestarastra,1.0
Sengkuni,Wisnu,2.0
Gareng,Nagagini,1.0
Durna,SuksmaLanggeng,1.0
Togog,Durga,2.0
Saragupita,Nagaprasanta,1.0
Arjuna,Gatotkaca,24.0
Karna,Puntadewa,8.0
Wisanggeni,Citrasena,2.0
Sengkuni,Gatotkaca,15.0
RaraIreng,Semar,3.0
Brajadhenta,Duryudana,2.0
Bagong,Wisanggeni,3.0
Dewaki,Erawati,1.0
Bagong,Wilawuk,2.0
Durna,GagakBaka,1.0
Wisanggeni,Resi,2.0
Durna,Dhandhang,1.0
SuratiMantra,Petruk,1.0
Kangsa,Rohini,1.0
Iswara,Werkudara,1.0
Kunti,Yudhistira,2.0
Gareng,Druwasa,1.0
Wibisana,Gatotkaca,1.0
Panyarikan,Pracona,2.0
Semar,Garuda,1.0
Semar,Maerah,2.0
Durna,Yamadipati,1.0
Citrarata,Kunti,1.0
Werkudara,Anoman,20.0
RaraIreng,Dhandhang,2.0
Bagong,Bayu,1.0
TunggulWulung,Nagatatmala,1.0
Surtikanthi,Pragota,1.0
Iswara,Gatotkaca,1.0
Hagni,Bantala,3.0
Maruta,Durna,1.0
YudaKothi,Indra,1.0
Brajamusthi,Semar,1.0
Surya,Narada,2.0
Wibisana,Kartamarma,1.0
Arjuna,Puntadewa,32.0
Panyarikan,Petruk,1.0
Baladewa,Narada,8.0
Maruta,Ranu,3.0
Yamadipati,Anoman,1.0
Gareng,Abimanyu,15.0
Durna,Garuda,2.0
RaraIreng,Basudewa,2.0
Bismaka,Kangsa,2.0
Sadewa,Werkudara,33.0
Rukmini,Kamajaya,1.0
Rukmini,Wisanggeni,2.0
Drupadi,Werkudara,1.0
Kanastren,Kresna,3.0
Jembawati,Wisnu,1.0
Panyarikan,Arjuna,2.0
Petruk,Asmarawati,2.0
Surtikanthi,Maerah,1.0
Bomanarakasura,Sadewa,1.0
Sadewa,Ranu,1.0
YudaKothi,Bratajaya,1.0
Kartapiyoga,Basudewa,1.0
Durna,Werkudara,27.0
Dewaki,Kresna,2.0
Ramaparasu,Abimanyu,3.0
Bismaka,Nagaprasanta,1.0
Bisawarna,Puntadewa,1.0
Guru,Pracona,3.0
Pracona,Brahma,1.0
Bhisma,Yudhistira,1.0
Bomanarakasura,Kresna,4.0
WulanDrema,Setyaki,1.0
Bismaka,Pujawati,1.0
LesmanaMandrakumara,Udawa,1.0
Abiyasa,Togog,1.0
Durga,Rudra,1.0
Antareja,Kartamarma,1.0
Antaboga,Baladewa,2.0
Destarastra,Basudewa,1.0
Durna,Rukmara,2.0
Guru,Brahma,5.0
Bagong,Drestarastra,1.0
Hagni,Anoman,1.0
Sadewa,Rudra,1.0
Gatotkaca,Dersanala,1.0
Durga,Iswara,1.0
Antareja,Gatotkaca,13.0
Drestarastra,Wilawuk,1.0
Sengkuni,Tambrapeta,1.0
Gatotkaca,Godhayitma,5.0
Sadewa,Sugriwa,1.0
Sadewa,Barata,1.0
Nakula,Kartamarma,8.0
Jembawati,Durga,1.0
Werkudara,Kresna,47.0
Kalika,Werkudara,2.0
Antareja,Narada,4.0
Arimbi,Gatotkaca,4.0
Bismaka,Basudewa,8.0
Banowati,Togog,2.0
Pujawati,Yamawidura,1.0
Durna,Asmarawati,2.0
Togog,Godhayitma,1.0
Karna,Satrugna,1.0
Mandrakeswara,Kunti,1.0
Nagagini,Antareja,3.0
Durga,Resi,2.0
Nakula,Abimanyu,11.0
Banowati,RaraIreng,2.0
Werkudara,RaraIreng,3.0
Baladewa,Rudra,1.0
Panyarikan,Indra,4.0
Semar,JayaBajra,1.0
Antaboga,Godhayitma,3.0
RaraIreng,Bismaka,1.0
Rukmini,Arjuna,4.0
Samba,Sadewa,4.0
Kunti,Indra,1.0
GagakBaka,Baladewa,1.0
Petruk,Kuntiboja,1.0
Puntadewa,Godhayitma,1.0
Bisawarna,Dhadhungawuk,1.0
Sadewa,Iswara,1.0
Anoman,Duryudana,12.0
Mandrakeswara,Salya,2.0
Gatotkaca,Lion,2.0
Panyarikan,Bendana,1.0
Antakawulan,Rama,2.0
Kanastren,Nakula,2.0
Rukmara,Indra,1.0
Narada,Lion,1.0
Baladewa,Surabramadiraja,1.0
Semar,Pradapa,2.0
Sengkuni,Gendara,2.0
Kanastren,Drupadi,1.0
Wenang,Wisanggeni,2.0
Antareja,Semar,10.0
Pulunggana,Lion,1.0
Guru,Jembawati,2.0
Maruta,Nakula,1.0
Madrim,Gendara,1.0
Garuda,Arjuna,2.0
Bendana,Duryudana,2.0
Kurandhayaksa,Nagaprasanta,1.0
Baladewa,Indra,4.0
Maerah,Indra,3.0
LesmanaMandrakumara,Sengkuni,8.0
Suparta,Werkudara,2.0
Kanastren,Puntadewa,4.0
Petruk,Surabramadiraja,1.0
Dewasrani,Petruk,2.0
Setyaki,Wenang,1.0
Mangsahpati,Durga,1.0
Garuda,Kartamarma,2.0
Kunti,Druwasa,2.0
Banowati,Duryudana,24.0
Pragota,Semar,1.0
Bratajaya,Erawati,1.0
Gareng,Pulunggana,1.0
GagakBaka,Kresna,1.0
Rama,Nakula,1.0
Sengkalawati,Werkudara,1.0
Ugrasena,Saragupita,5.0
Brajadhenta,Abiyasa,1.0
Durga,Puntadewa,3.0
Bagong,Setyaboma,2.0
Mandrakeswara,Yamawidura,1.0
Gareng,Bratajaya,1.0
Angganjali,Rudra,1.0
Brajadhenta,Banowati,2.0
Semar,Ratmuka,1.0
Wisanggeni,Prasara,1.0
Jembawati,Setyaboma,4.0
Panyarikan,Yudhistira,1.0
Bisawarna,Kresna,2.0
Sadewa,Pracona,1.0
Arjuna,Salya,2.0
Madrim,Pandu,3.0
Bagaspati,Basudewa,1.0
DewaRuci,Arjuna,1.0
Mahadewa,Wisnu,2.0
Gatotkaca,Ranu,1.0
Anoman,Godhayitma,3.0
Sengkuni,Kunti,4.0
Tambrapeta,Nakula,2.0
Maerah,Kresna,1.0
Bagong,Sadewa,11.0
Soka,Wisanggeni,1.0
TunggulWulung,Abimanyu,2.0
Dewaki,Indra,3.0
Druwasa,Madrim,1.0
Duryudana,Rama,1.0
Durna,Semar,13.0
Bilung,Nakula,1.0
Antaboga,Yamadipati,1.0
Samba,Wisanggeni,2.0
Barata,Nakula,1.0
Udawa,Nagatatmala,2.0
Wibisana,Puntadewa,1.0
Arimbi,Maheswara,1.0
Petruk,JayaBajra,1.0
Gareng,Duryudana,10.0
WulanDremi,Anoman,1.0
Semar,Wisanggeni,5.0
Kresna,Godhayitma,2.0
Bilung,Kartamarma,1.0
Citrarata,Sengkuni,3.0
Guru,FakeWerkudara,2.0
Semar,Drupadi,1.0
Sadewa,Brahma,2.0
LesmanaMandrakumara,WulanDremi,1.0
Duryudana,Kartamarma,20.0
Panyarikan,Rukmara,1.0
Sengkuni,Destarastra,1.0
Kunti,Basudewa,2.0
Gatotkaca,Sadana,4.0
Brajadhenta,Sengkuni,4.0
Surabramadiraja,Kresna,2.0
Dewasrani,Abimanyu,1.0
Dewaki,Gareng,2.0
Durna,Baladewa,5.0
Setyaboma,Bagus,1.0
Bagus,Wenang,2.0
Kunti,Suparta,1.0
Setyaki,Kartamarma,2.0
Durna,Dhamdharat,2.0
Udawa,Kresna,6.0
Yamadipati,Narada,1.0
Durna,Kartamarma,20.0
Garuda,Anoman,2.0
Narada,Brahma,5.0
WulanDrema,Duryudana,1.0
Gorawangsa,Ugrasena,1.0
Bendana,Brahma,1.0
Abiyasa,NemburNawa,1.0
Udawa,Sengkuni,1.0
Jembawati,Sadewa,1.0
Gatotkaca,Petruk,20.0
Duryudana,RaraIreng,2.0
Gareng,Setyaboma,2.0
Kalika,Arjuna,2.0
Durna,Prasara,1.0
Sengkuni,Asmarawati,2.0
Yudhistira,Brahma,1.0
Panyarikan,Rudra,1.0
Pandu,Gorawangsa,2.0
Antaboga,Anoman,4.0
Barata,Duryudana,1.0
Garuda,Kresna,2.0
Karna,Sadana,1.0
Sangkara,Sadewa,1.0
Bagong,Wenang,3.0
Gareng,GagakBaka,1.0
Sengkuni,Indra,4.0
Setyaki,Setyaboma,2.0
Duryudana,Padmanaba,1.0
Surtikanthi,Salya,1.0
KencanaWulan,Sengkuni,1.0
Duryudana,Surabramadiraja,1.0
Sengkuni,Semar,15.0
Surya,Rudra,1.0
Bendana,Indra,2.0
Petruk,Padmanaba,1.0
Satrugna,Abimanyu,1.0
Pujawati,Semar,2.0
Antakawulan,Sugriwa,2.0
Nagagini,Kresna,1.0
Mandrakeswara,NgembatLandeyan,1.0
Bagong,Sugriwa,1.0
Gareng,Bagus,2.0
Semar,Kartapiyoga,1.0
Puntadewa,Garuda,3.0
Drupadi,Gatotkaca,1.0
Sadewa,Abimanyu,11.0
Bagong,Togog,1.0
Rukmara,Werkudara,2.0
Maerah,Pandu,2.0
Sambuh,Kresna,1.0
Soka,Kresna,2.0
Arjuna,Ratmuka,3.0
Basudewa,Kresna,2.0
Bisawarna,Bantala,2.0
Bilung,Gareng,1.0
Gareng,Werkudara,18.0
Ugrasena,Sengkuni,1.0
Bilung,Werkudara,2.0
Surya,Arimbi,1.0
Tambrapeta,Kartamarma,1.0
Dewaki,Pragota,1.0
Petruk,Bendana,2.0
Pulunggana,Abimanyu,2.0
Kresna,Antasena,2.0
Sadewa,Abiyasa,4.0
Wibisana,Sengkuni,1.0
Narada,Kresna,17.0
Pulungsari,Lion,1.0
Samba,Brahma,1.0
Kresna,Dersanala,2.0
Iswara,Nakula,1.0
Semar,Indra,9.0
Sengkuni,Abiyasa,4.0
Bagong,Nagatatmala,1.0
Ramaparasu,Petruk,2.0
Bagong,Mandrakeswara,2.0
Narada,Abimanyu,6.0
Sadewa,Antaboga,2.0
LesmanaMurdaka,Rama,4.0
YudaKalaKresna,Bagong,1.0
Durga,Pulungsari,3.0
Kunti,NemburNawa,1.0
Bagong,Antasena,1.0
Raksasa,SuksmaLanggeng,1.0
Wenang,Narada,2.0
Gareng,Pandu,4.0
Bayu,Gendari,1.0
Indra,Kangsa,1.0
Saragupita,JayaBajra,1.0
Kresna,JayaBajra,1.0
Abiyasa,DewaRuci,1.0
Garuda,Ratmuka,1.0
Semar,Asmarawati,2.0
Durga,Baladewa,1.0
Guru,Yamadipati,1.0
Gareng,Nakula,11.0
Kalika,Wisanggeni,1.0
Pragota,Badrahini,1.0
Antaboga,Sri,2.0
Bagong,Lion,2.0
Bomanarakasura,Semar,2.0
Arjuna,Resi,3.0
Pandu,NgembatLandeyan,1.0
Durna,Bilung,2.0
Bagong,Resi,2.0
Arjuna,Werkudara,47.0
Hagni,Werkudara,1.0
Semar,Ramayadi,1.0
Narada,Indra,14.0
Dewasrani,Puntadewa,2.0
Semar,Padmanaba,1.0
Kartapiyoga,Petruk,1.0
Abimanyu,Duryudana,8.0
Brajadhenta,Abimanyu,1.0
Brajadhenta,Bilung,2.0
Dhandhonwacana,Drestarastra,1.0
Narada,Kartamarma,3.0
Semar,Kangsa,1.0
Kumbakarna,Kresna,2.0
KudaKalaKresna,Duryudana,1.0
Samba,TunggulWulung,1.0
Sengkuni,Lion,1.0
Gorawangsa,Bismaka,3.0
Semar,Rudra,1.0
Mandrakeswara,Semar,2.0
Petruk,Nagaprasanta,1.0
Udawa,Rukmara,1.0
Gareng,Lion,2.0
Kartamarma,Bantala,1.0
Lion,Abimanyu,2.0
NemburNawa,Duryudana,1.0
Dewasrani,Lion,1.0
